,MASS,COMMON_NAME,FORMULA
114,701.4996,"PE(13:0/20:2(11Z,14Z));PE(14:1(9Z)/19:1(9Z));PE(15:0/18:2(9Z,12Z));PE(15:1(9Z)/18:1(9Z));PE(16:0/17:2(9Z,12Z));PE(16:1(9Z)/17:1(9Z));PE(17:1(9Z)/16:1(9Z));PE(17:2(9Z,12Z)/16:0);PE(18:1(9Z)/15:1(9Z));PE(18:2(9Z,12Z)/15:0);PE(19:1(9Z)/14:1(9Z));PE(20:2(11Z,14Z)/13:0)",C38H72NO8P
115,701.5359,"PE(O-16:0/18:2(9Z,12Z));PE(P-16:0/18:1(9Z));PE(P-18:0/16:1(9Z));PE(P-20:0/14:1(9Z))",C39H76NO7P
116,703.5152,PE(13:0/20:1(11Z));PE(14:0/19:1(9Z));PE(14:1(9Z)/19:0);PE(15:0/18:1(9Z));PE(15:1(9Z)/18:0);PE(16:0/16:0(9Cp));PE(16:0/17:1(9Z));PE(16:1(9Z)/17:0);PE(17:0/16:1(9Z));PE(17:1(9Z)/16:0);PE(18:0/15:1(9Z));PE(18:1(9Z)/15:0);PE(19:0/14:1(9Z));PE(19:1(9Z)/14:0);PE(20:1(11Z)/13:0),C38H74NO8P
117,703.5516,PE(O-16:0/18:1(9Z));PE(O-18:0/16:1(9Z));PE(O-20:0/14:1(9Z));PE(P-16:0/18:0);PE(P-18:0/16:0);PE(P-20:0/14:0),C39H78NO7P
118,705.5309,PE(12:0/21:0);PE(13:0/20:0);PE(14:0/19:0);PE(15:0/18:0);PE(16:0/17:0);PE(17:0/16:0);PE(18:0/15:0);PE(19:0/14:0);PE(20:0/13:0);PE(21:0/12:0);PE-NMe(16:0/16:0),C38H76NO8P
119,705.5672,PE(O-16:0/18:0);PE(O-18:0/16:0);PE(O-20:0/14:0),C39H80NO7P
120,707.4526,"PE(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PE(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PE(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z));PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)",C39H66NO8P
121,709.4683,"PE(14:0/20:5(5Z,8Z,11Z,14Z,17Z));PE(14:1(9Z)/20:4(5Z,8Z,11Z,14Z));PE(16:1(9Z)/18:4(6Z,9Z,12Z,15Z));PE(18:4(6Z,9Z,12Z,15Z)/16:1(9Z));PE(20:4(5Z,8Z,11Z,14Z)/14:1(9Z));PE(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",C39H68NO8P
122,711.4839,"PE(12:0/22:4(7Z,10Z,13Z,16Z));PE(14:0/20:4(5Z,8Z,11Z,14Z));PE(14:1(9Z)/20:3(8Z,11Z,14Z));PE(16:0/18:4(6Z,9Z,12Z,15Z));PE(16:1(9Z)/18:3(6Z,9Z,12Z));PE(16:1(9Z)/18:3(9Z,12Z,15Z));PE(17:2(9Z,12Z)/17:2(9Z,12Z));PE(18:3(6Z,9Z,12Z)/16:1(9Z));PE(18:3(9Z,12Z,15Z)/16:1(9Z));PE(18:4(6Z,9Z,12Z,15Z)/16:0);PE(20:3(8Z,11Z,14Z)/14:1(9Z));PE(20:4(5Z,8Z,11Z,14Z)/14:0);PE(22:4(7Z,10Z,13Z,16Z)/12:0)",C39H70NO8P
123,713.4996,"PE(14:0/20:3(8Z,11Z,14Z));PE(14:1(9Z)/20:2(11Z,14Z));PE(16:0/18:3(6Z,9Z,12Z));PE(16:0/18:3(9Z,12Z,15Z));PE(16:1(9Z)/18:2(9Z,12Z));PE(17:1(9Z)/17:2(9Z,12Z));PE(17:2(9Z,12Z)/17:1(9Z));PE(18:2(9Z,12Z)/16:1(9Z));PE(18:3(6Z,9Z,12Z)/16:0);PE(18:3(9Z,12Z,15Z)/16:0);PE(20:2(11Z,14Z)/14:1(9Z));PE(20:3(8Z,11Z,14Z)/14:0)",C39H72NO8P
124,713.5359,"PE(P-18:0/17:2(9Z,12Z))",C40H76NO7P
125,715.5152,"PE(12:0/22:2(13Z,16Z));PE(14:0/20:2(11Z,14Z));PE(14:1(9Z)/20:1(11Z));PE(15:1(9Z)/19:1(9Z));PE(16:0(9Cp)/16:0(9Cp));PE(16:0/18:2(9Z,12Z));PE(16:1(9Z)/18:1(9Z));PE(17:0/17:2(9Z,12Z));PE(17:1(9Z)/17:1(9Z));PE(17:2(9Z,12Z)/17:0);PE(18:1(9Z)/16:1(9Z));PE(18:2(9Z,12Z)/16:0);PE(19:1(9Z)/15:1(9Z));PE(20:1(11Z)/14:1(9Z));PE(20:2(11Z,14Z)/14:0);PE(22:2(13Z,16Z)/12:0)",C39H74NO8P
126,715.5516,"PE(O-18:0/17:2(9Z,12Z));PE(P-16:0/19:1(9Z));PE(P-18:0/17:1(9Z));PE(P-20:0/15:1(9Z))",C40H78NO7P
127,717.5309,PE(12:0/22:1(11Z));PE(14:0/20:1(11Z));PE(14:1(9Z)/20:0);PE(15:0/19:1(9Z));PE(15:1(9Z)/19:0);PE(16:0/18:1(11Z));PE(16:0/18:1(7Z));PE(16:0/18:1(9Z));PE(16:1(9Z)/18:0);PE(17:0/17:1(9Z));PE(17:1(9Z)/17:0);PE(18:0/16:1(9Z));PE(18:1(9Z)/16:0);PE(19:0/15:1(9Z));PE(19:1(9Z)/15:0);PE(20:0/14:1(9Z));PE(20:1(11Z)/14:0);PE(22:1(11Z)/12:0),C39H76NO8P
128,717.5672,PE(O-16:0/19:1(9Z));PE(O-18:0/17:1(9Z));PE(O-20:0/15:1(9Z));PE(P-16:0/19:0);PE(P-18:0/17:0);PE(P-20:0/15:0),C40H80NO7P
129,719.5465,PE(12:0/22:0);PE(13:0/21:0);PE(14:0/20:0);PE(15:0/19:0);PE(16:0/18:0);PE(17:0/17:0);PE(18:0/16:0);PE(19:0/15:0);PE(20:0/14:0);PE(21:0/13:0);PE(22:0/12:0);PE-NMe2(16:0/16:0),C39H78NO8P
130,719.5829,PE(O-16:0/19:0);PE(O-18:0/17:0);PE(O-20:0/15:0),C40H82NO7P
131,721.4683,"PE(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PE(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PE(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));PE(18:4(6Z,9Z,12Z,15Z)/17:2(9Z,12Z));PE(20:5(5Z,8Z,11Z,14Z,17Z)/15:1(9Z));PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/13:0)",C40H68NO8P
132,721.5046,"PE(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))",C41H72NO7P
133,723.4839,"PE(15:0/20:5(5Z,8Z,11Z,14Z,17Z));PE(15:1(9Z)/20:4(5Z,8Z,11Z,14Z));PE(17:1(9Z)/18:4(6Z,9Z,12Z,15Z));PE(17:2(9Z,12Z)/18:3(6Z,9Z,12Z));PE(17:2(9Z,12Z)/18:3(9Z,12Z,15Z));PE(18:3(6Z,9Z,12Z)/17:2(9Z,12Z));PE(18:3(9Z,12Z,15Z)/17:2(9Z,12Z));PE(18:4(6Z,9Z,12Z,15Z)/17:1(9Z));PE(20:4(5Z,8Z,11Z,14Z)/15:1(9Z));PE(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C40H70NO8P
134,723.5203,"PE(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z));PE(P-16:0/20:4(5Z,8Z,11Z,14Z));PE(P-18:0/18:4(6Z,9Z,12Z,15Z))",C41H74NO7P
135,725.4996,"PE(13:0/22:4(7Z,10Z,13Z,16Z));PE(15:0/20:4(5Z,8Z,11Z,14Z));PE(15:1(9Z)/20:3(8Z,11Z,14Z));PE(17:0/18:4(6Z,9Z,12Z,15Z));PE(17:1(9Z)/18:3(6Z,9Z,12Z));PE(17:1(9Z)/18:3(9Z,12Z,15Z));PE(17:2(9Z,12Z)/18:2(9Z,12Z));PE(18:2(9Z,12Z)/17:2(9Z,12Z));PE(18:3(6Z,9Z,12Z)/17:1(9Z));PE(18:3(9Z,12Z,15Z)/17:1(9Z));PE(18:4(6Z,9Z,12Z,15Z)/17:0);PE(20:3(8Z,11Z,14Z)/15:1(9Z));PE(20:4(5Z,8Z,11Z,14Z)/15:0);PE(22:4(7Z,10Z,13Z,16Z)/13:0)",C40H72NO8P
136,725.5359,"PE(O-16:0/20:4(5Z,8Z,11Z,14Z));PE(O-18:0/18:4(6Z,9Z,12Z,15Z));PE(P-16:0/20:3(8Z,11Z,14Z));PE(P-18:0/18:3(6Z,9Z,12Z));PE(P-18:0/18:3(9Z,12Z,15Z))",C41H76NO7P
