,MASS,COMMON_NAME,FORMULA
129,727.5152,"PC(12:0/20:3(8Z,11Z,14Z));PC(14:0/18:3(6Z,9Z,12Z));PC(14:0/18:3(9Z,12Z,15Z));PC(14:1(9Z)/18:2(9Z,12Z));PC(15:1(9Z)/17:2(9Z,12Z));PC(17:2(9Z,12Z)/15:1(9Z));PC(18:2(9Z,12Z)/14:1(9Z));PC(18:3(6Z,9Z,12Z)/14:0);PC(18:3(9Z,12Z,15Z)/14:0);PC(20:3(8Z,11Z,14Z)/12:0)",C40H74NO8P
130,727.5516,"PC(P-16:0/17:2(9Z,12Z))",C41H78NO7P
131,729.5309,"PC(12:0/20:2(11Z,14Z));PC(14:0/18:2(11Z,14Z));PC(14:0/18:2(9Z,12Z));PC(14:1(9Z)/18:1(9Z));PC(15:0/17:2(9Z,12Z));PC(15:1(9Z)/17:1(9Z));PC(16:1(9E)/16:1(9E));PC(16:1(9Z)/16:1(9Z));PC(17:1(9Z)/15:1(9Z));PC(17:2(9Z,12Z)/15:0);PC(18:1(9Z)/14:1(9Z));PC(18:2(9Z,12Z)/14:0);PC(20:2(11Z,14Z)/12:0)",C40H76NO8P
132,729.5672,"PC(O-16:0/17:2(9Z,12Z));PC(P-16:0/17:1(9Z));PC(P-18:0/15:1(9Z))",C41H80NO7P
133,731.5465,PC(12:0/20:1(11Z));PC(13:0/19:1(9Z));PC(14:0/18:1(11Z));PC(14:0/18:1(9Z));PC(14:1(9Z)/18:0);PC(15:0/17:1(9Z));PC(15:1(9Z)/17:0);PC(16:0/16:1(9Z));PC(16:1(9Z)/16:0);PC(17:0/15:1(9Z));PC(17:1(9Z)/15:0);PC(18:0/14:1(9Z));PC(18:1(11Z)/14:0);PC(18:1(9Z)/14:0);PC(19:1(9Z)/13:0);PC(20:1(11Z)/12:0),C40H78NO8P
134,731.5829,PC(O-16:0/17:1(9Z));PC(O-18:0/15:1(9Z));PC(P-16:0/17:0);PC(P-18:0/15:0);PC(P-20:0/13:0),C41H82NO7P
135,733.5622,PC(10:0/22:0);PC(11:0/21:0);PC(12:0/20:0);PC(13:0/19:0);PC(14:0/18:0);PC(15:0/17:0);PC(16:0/16:0);PC(17:0/15:0);PC(18:0/14:0);PC(19:0/13:0);PC(20:0/12:0);PC(21:0/11:0);PC(22:0/10:0);PC(9:0/23:0),C40H80NO8P
136,733.5985,PC(O-16:0/17:0);PC(O-18:0/15:0);PC(O-20:0/13:0),C41H84NO7P
137,737.4996,"PC(13:0/20:5(5Z,8Z,11Z,14Z,17Z));PC(15:1(9Z)/18:4(6Z,9Z,12Z,15Z));PC(18:4(6Z,9Z,12Z,15Z)/15:1(9Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/13:0)",C41H72NO8P
138,737.5359,"PC(P-16:0/18:4(6Z,9Z,12Z,15Z))",C42H76NO7P
139,739.5152,"PC(13:0/20:4(5Z,8Z,11Z,14Z));PC(15:0/18:4(6Z,9Z,12Z,15Z));PC(15:1(9Z)/18:3(6Z,9Z,12Z));PC(15:1(9Z)/18:3(9Z,12Z,15Z));PC(18:3(6Z,9Z,12Z)/15:1(9Z));PC(18:3(9Z,12Z,15Z)/15:1(9Z));PC(18:4(6Z,9Z,12Z,15Z)/15:0);PC(20:4(5Z,8Z,11Z,14Z)/13:0)",C41H74NO8P
140,739.5516,"-;PC(O-14:0/20:4(5Z,8Z,11Z,14Z));PC(O-16:0/18:4(6Z,9Z,12Z,15Z));PC(P-16:0/18:3(6Z,9Z,12Z));PC(P-16:0/18:3(9Z,12Z,15Z))",C42H78NO7P
141,741.5309,"PC(13:0/20:3(8Z,11Z,14Z));PC(15:0/18:3(6Z,9Z,12Z));PC(15:0/18:3(9Z,12Z,15Z));PC(15:1(9Z)/18:2(9Z,12Z));PC(16:1(9Z)/17:2(9Z,12Z));PC(17:2(9Z,12Z)/16:1(9Z));PC(18:2(9Z,12Z)/15:1(9Z));PC(18:3(6Z,9Z,12Z)/15:0);PC(18:3(9Z,12Z,15Z)/15:0);PC(20:3(8Z,11Z,14Z)/13:0)",C41H76NO8P
142,741.5672,"PC(O-16:0/18:3(6Z,9Z,12Z));PC(O-16:0/18:3(9Z,12Z,15Z));PC(O-16:1(9Z)/18:2(9Z,12Z));PC(P-16:0/18:2(9Z,12Z));PC(P-18:1(11Z)/16:1(9Z));PC(P-18:1(9Z)/16:1(9Z))",C42H80NO7P
