,MASS,COMMON_NAME,FORMULA
98,740.4628,"PG(14:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z));PG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",C40H69O10P
99,742.4785,"PG(12:0/22:4(7Z,10Z,13Z,16Z));PG(14:0/20:4(5Z,8Z,11Z,14Z));PG(14:1(9Z)/20:3(8Z,11Z,14Z));PG(16:0/18:4(6Z,9Z,12Z,15Z));PG(16:1(9Z)/18:3(6Z,9Z,12Z));PG(16:1(9Z)/18:3(9Z,12Z,15Z));PG(17:2(9Z,12Z)/17:2(9Z,12Z));PG(18:3(6Z,9Z,12Z)/16:1(9Z));PG(18:3(9Z,12Z,15Z)/16:1(9Z));PG(18:4(6Z,9Z,12Z,15Z)/16:0);PG(20:3(8Z,11Z,14Z)/14:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/14:0);PG(22:4(7Z,10Z,13Z,16Z)/12:0)",C40H71O10P
100,744.4941,"PG(14:0/20:3(8Z,11Z,14Z));PG(14:1(9Z)/20:2(11Z,14Z));PG(16:0/18:3(6Z,9Z,12Z));PG(16:0/18:3(9Z,12Z,15Z));PG(16:1(9Z)/18:2(9Z,12Z));PG(17:1(9Z)/17:2(9Z,12Z));PG(17:2(9Z,12Z)/17:1(9Z));PG(18:2(9Z,12Z)/16:1(9Z));PG(18:3(6Z,9Z,12Z)/16:0);PG(18:3(9Z,12Z,15Z)/16:0);PG(20:2(11Z,14Z)/14:1(9Z));PG(20:3(8Z,11Z,14Z)/14:0)",C40H73O10P
101,744.5305,"PG(P-18:0/17:2(9Z,12Z))",C41H77O9P
102,746.5098,"LBPA(16:1(9Z)/18:1(9Z));PG(12:0/22:2(13Z,16Z));PG(14:0/20:2(11Z,14Z));PG(14:1(9Z)/20:1(11Z));PG(15:1(9Z)/19:1(9Z));PG(16:0/18:2(9Z,12Z));PG(16:1(9Z)/18:1(9Z));PG(17:0/17:2(9Z,12Z));PG(17:1(9Z)/17:1(9Z));PG(17:2(9Z,12Z)/17:0);PG(18:1(9Z)/16:1(9Z));PG(18:2(9Z,12Z)/16:0);PG(19:1(9Z)/15:1(9Z));PG(20:1(11Z)/14:1(9Z));PG(20:2(11Z,14Z)/14:0);PG(22:2(13Z,16Z)/12:0)",C40H75O10P
103,746.5462,"PG(O-18:0/17:2(9Z,12Z));PG(P-16:0/19:1(9Z));PG(P-18:0/17:1(9Z));PG(P-20:0/15:1(9Z))",C41H79O9P
104,748.5254,LBPA(16:0/18:1(9Z));PG(12:0/22:1(11Z));PG(14:0/20:1(11Z));PG(14:1(9Z)/20:0);PG(15:0/19:1(9Z));PG(15:1(9Z)/19:0);PG(16:0/18:1(11Z));PG(16:0/18:1(9Z));PG(16:1(9Z)/18:0);PG(17:0/17:1(9Z));PG(17:1(9Z)/17:0);PG(18:0/16:1(9Z));PG(18:1(9Z)/16:0);PG(19:0/15:1(9Z));PG(19:1(9Z)/15:0);PG(20:0/14:1(9Z));PG(20:1(11Z)/14:0);PG(22:1(11Z)/12:0),C40H77O10P
105,748.5618,PG(O-16:0/19:1(9Z));PG(O-18:0/17:1(9Z));PG(O-20:0/15:1(9Z));PG(P-16:0/19:0);PG(P-18:0/17:0);PG(P-20:0/15:0),C41H81O9P
106,750.5411,PG(12:0/22:0);PG(13:0/21:0);PG(14:0/20:0);PG(15:0/19:0);PG(16:0/18:0);PG(17:0/17:0);PG(18:0/16:0);PG(19:0/15:0);PG(20:0/14:0);PG(21:0/13:0);PG(22:0/12:0),C40H79O10P
107,750.5775,PG(O-16:0/19:0);PG(O-18:0/17:0);PG(O-20:0/15:0),C41H83O9P
